"","spp","dbh","cr","logs","best_log","worst_log","butt_log","veneer_present","saw_present","quality_score","site","drate","price_factor","crop"
"273","YB",13,70,"1125555555",1,2,1,TRUE,TRUE,8,"granitictill",0.03,1,TRUE
"274","BC",16,70,"1125555555",1,2,1,TRUE,TRUE,8,"granitictill",0.03,1,FALSE
"275","BM",16,70,"1125555555",1,2,1,TRUE,TRUE,8,"granitictill",0.03,1,TRUE
"276","PB",16,70,"1125555555",1,2,1,TRUE,TRUE,8,"granitictill",0.03,1,TRUE
"277","RM",16,70,"1125555555",1,2,1,TRUE,TRUE,8,"granitictill",0.03,1,TRUE
"278","SO",16,70,"1125555555",1,2,1,TRUE,TRUE,8,"granitictill",0.03,1,TRUE
"279","WO",16,70,"1125555555",1,2,1,TRUE,TRUE,8,"granitictill",0.03,1,TRUE
"280","YB",16,70,"1125555555",1,2,1,TRUE,TRUE,8,"granitictill",0.03,1,TRUE
"281","BC",19,70,"1125555555",1,2,1,TRUE,TRUE,8,"granitictill",0.03,1,FALSE
"282","BM",19,70,"1125555555",1,2,1,TRUE,TRUE,8,"granitictill",0.03,1,FALSE
"283","PB",19,70,"1125555555",1,2,1,TRUE,TRUE,8,"granitictill",0.03,1,FALSE
"284","RM",19,70,"1125555555",1,2,1,TRUE,TRUE,8,"granitictill",0.03,1,FALSE
"285","SO",19,70,"1125555555",1,2,1,TRUE,TRUE,8,"granitictill",0.03,1,FALSE
"286","WO",19,70,"1125555555",1,2,1,TRUE,TRUE,8,"granitictill",0.03,1,FALSE
"287","YB",19,70,"1125555555",1,2,1,TRUE,TRUE,8,"granitictill",0.03,1,FALSE
"288","BC",22,70,"1125555555",1,2,1,TRUE,TRUE,8,"granitictill",0.03,1,FALSE
"289","BM",22,70,"1125555555",1,2,1,TRUE,TRUE,8,"granitictill",0.03,1,FALSE
"290","PB",22,70,"1125555555",1,2,1,TRUE,TRUE,8,"granitictill",0.03,1,FALSE
"291","RM",22,70,"1125555555",1,2,1,TRUE,TRUE,8,"granitictill",0.03,1,FALSE
"292","SO",22,70,"1125555555",1,2,1,TRUE,TRUE,8,"granitictill",0.03,1,FALSE
"293","WO",22,70,"1125555555",1,2,1,TRUE,TRUE,8,"granitictill",0.03,1,FALSE
"294","YB",22,70,"1125555555",1,2,1,TRUE,TRUE,8,"granitictill",0.03,1,FALSE
"295","BC",4,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"296","BM",4,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"297","PB",4,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"298","RM",4,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"299","SO",4,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"300","WO",4,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"301","YB",4,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"302","BC",7,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"303","BM",7,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"304","PB",7,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"305","RM",7,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"306","SO",7,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"307","WO",7,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"308","YB",7,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"309","BC",10,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"310","BM",10,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"311","PB",10,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"312","RM",10,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"313","SO",10,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"314","WO",10,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"315","YB",10,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"316","BC",13,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"317","BM",13,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"318","PB",13,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"319","RM",13,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"320","SO",13,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"321","WO",13,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"322","YB",13,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"323","BC",16,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"324","BM",16,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"325","PB",16,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"326","RM",16,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"327","SO",16,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"328","WO",16,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"329","YB",16,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"330","BC",19,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"331","BM",19,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"332","PB",19,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"333","RM",19,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"334","SO",19,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"335","WO",19,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"336","YB",19,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"337","BC",22,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"338","BM",22,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"339","PB",22,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"340","RM",22,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"341","SO",22,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"342","WO",22,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"343","YB",22,20,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"344","BC",4,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"345","BM",4,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"346","PB",4,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"347","RM",4,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"348","SO",4,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"349","WO",4,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"350","YB",4,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"351","BC",7,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"352","BM",7,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"353","PB",7,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"354","RM",7,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"355","SO",7,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"356","WO",7,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"357","YB",7,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"358","BC",10,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"359","BM",10,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"360","PB",10,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"361","RM",10,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"362","SO",10,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"363","WO",10,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"364","YB",10,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"365","BC",13,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"366","BM",13,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"367","PB",13,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"368","RM",13,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"369","SO",13,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"370","WO",13,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"371","YB",13,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"372","BC",16,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"373","BM",16,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"374","PB",16,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"375","RM",16,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"376","SO",16,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"377","WO",16,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"378","YB",16,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"379","BC",19,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"380","BM",19,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"381","PB",19,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"382","RM",19,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"383","SO",19,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"384","WO",19,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"385","YB",19,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"386","BC",22,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"387","BM",22,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"388","PB",22,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"389","RM",22,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"390","SO",22,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"391","WO",22,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"392","YB",22,30,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"393","BC",4,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"394","BM",4,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"395","PB",4,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"396","RM",4,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"397","SO",4,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"398","WO",4,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"399","YB",4,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"400","BC",7,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"401","BM",7,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"402","PB",7,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"403","RM",7,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"404","SO",7,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"405","WO",7,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"406","YB",7,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"407","BC",10,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"408","BM",10,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"409","PB",10,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"410","RM",10,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"411","SO",10,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"412","WO",10,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"413","YB",10,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"414","BC",13,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"415","BM",13,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"416","PB",13,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"417","RM",13,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"418","SO",13,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"419","WO",13,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"420","YB",13,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"421","BC",16,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"422","BM",16,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"423","PB",16,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"424","RM",16,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"425","SO",16,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"426","WO",16,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"427","YB",16,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"428","BC",19,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"429","BM",19,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"430","PB",19,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"431","RM",19,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"432","SO",19,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"433","WO",19,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"434","YB",19,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"435","BC",22,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"436","BM",22,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"437","PB",22,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"438","RM",22,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"439","SO",22,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"440","WO",22,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"441","YB",22,40,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"442","BC",4,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"443","BM",4,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"444","PB",4,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"445","RM",4,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"446","SO",4,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"447","WO",4,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"448","YB",4,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"449","BC",7,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"450","BM",7,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"451","PB",7,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"452","RM",7,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"453","SO",7,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"454","WO",7,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"455","YB",7,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"456","BC",10,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"457","BM",10,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"458","PB",10,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"459","RM",10,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"460","SO",10,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"461","WO",10,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"462","YB",10,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"463","BC",13,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"464","BM",13,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"465","PB",13,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"466","RM",13,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"467","SO",13,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"468","WO",13,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"469","YB",13,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"470","BC",16,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"471","BM",16,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"472","PB",16,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"473","RM",16,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"474","SO",16,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"475","WO",16,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"476","YB",16,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"477","BC",19,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"478","BM",19,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"479","PB",19,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"480","RM",19,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"481","SO",19,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"482","WO",19,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"483","YB",19,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"484","BC",22,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"485","BM",22,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"486","PB",22,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"487","RM",22,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"488","SO",22,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"489","WO",22,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"490","YB",22,50,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"491","BC",4,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"492","BM",4,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"493","PB",4,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"494","RM",4,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"495","SO",4,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"496","WO",4,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"497","YB",4,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"498","BC",7,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"499","BM",7,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"500","PB",7,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"501","RM",7,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"502","SO",7,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"503","WO",7,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"504","YB",7,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"505","BC",10,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"506","BM",10,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"507","PB",10,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"508","RM",10,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"509","SO",10,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"510","WO",10,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"511","YB",10,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"512","BC",13,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"513","BM",13,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"514","PB",13,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"515","RM",13,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"516","SO",13,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"517","WO",13,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"518","YB",13,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"519","BC",16,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"520","BM",16,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"521","PB",16,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"522","RM",16,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"523","SO",16,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"524","WO",16,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"525","YB",16,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"526","BC",19,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"527","BM",19,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"528","PB",19,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"529","RM",19,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"530","SO",19,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"531","WO",19,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"532","YB",19,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"533","BC",22,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"534","BM",22,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"535","PB",22,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"536","RM",22,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"537","SO",22,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"538","WO",22,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"539","YB",22,60,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,FALSE
"540","BC",4,70,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"541","BM",4,70,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"542","PB",4,70,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"543","RM",4,70,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"544","SO",4,70,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
"545","WO",4,70,"1225555555",1,2,1,TRUE,TRUE,7,"granitictill",0.03,1,TRUE
